total_place,klass_place,number,driverklass,name,klubb,klass,driver
brutit,brutit,132,A,Peter Friberg,Ludvika MS,A/B/C - förare App K 2WD -1981,driver
brutit,brutit,132,A,Stefan Gustafsson,Ludvika MS,A/B/C - förare App K 2WD -1981,codriver
brutit,brutit,91,B,Ulf Österlund,Haninge MK,VOC / Grupp F / Grupp N<1600,driver
brutit,brutit,91,B,Stephen Undin,Haninge MK,VOC / Grupp F / Grupp N<1600,codriver
brutit,brutit,25,A,David Dannevall,Värmdö BK,A/B/C - förare 4 WD,driver
brutit,brutit,25,A,Fanny Jacobson,Värmdö BK,A/B/C - förare 4 WD,codriver
brutit,brutit,303,A,William Andersson,Vimmerby MS,A - förare 2 WD,driver
brutit,brutit,303,A,Robin Sällberg,Tjust MK,A - förare 2 WD,codriver
brutit,brutit,144,B,Peter Dahlsund,Varbergs MK,A/B/C - förare App K 2WD -1981,driver
brutit,brutit,144,B,Mats Larsson,Varbergs MK,A/B/C - förare App K 2WD -1981,codriver
brutit,brutit,172,C,Rasmus Hansén,NMS Boden,C - förare 2 WD,driver
brutit,brutit,172,C,Oscar Westin,NMS Boden,C - förare 2 WD,codriver
