total_place,klass_place,number,driverklass,name,klubb,klass,driver
brutit,brutit,72,B,Christopher Lönn,Jönköpings MK,App K 2 WD -1981,codriver
brutit,brutit,24,A,William Andersson,Vimmerby MS,A-förare 2 WD,driver
brutit,brutit,24,A,Robin Sällberg,Tjust MK,A-förare 2 WD,codriver
brutit,brutit,82,B,Linus Erixon,Gotlands Mf:s BK,"A/B-förare Gr E, R1A",driver
brutit,brutit,82,B,Mikael Nilsson,MK Gutarna,"A/B-förare Gr E, R1A",codriver
brutit,brutit,141,C,Nicholas Nobeling,Sotenäs MK,"C-förare Gr F, VOC, Gr N<1600, R1B",driver
brutit,brutit,141,C,Eric Gustafsson,Sotenäs MK,"C-förare Gr F, VOC, Gr N<1600, R1B",codriver
brutit,brutit,60,B,Johnny Sundström,Vara MK,App K 2 WD -1981,driver
brutit,brutit,60,B,Anton Sundström,Vara MK,App K 2 WD -1981,codriver
brutit,brutit,151,C,Rickard Strand,Volvo MK,"C-förare Gr F, VOC, Gr N<1600, R1B",driver
brutit,brutit,151,C,Rickard Johansson,Vara MK,"C-förare Gr F, VOC, Gr N<1600, R1B",codriver
brutit,brutit,106,B,David Stafås,Lima MS,B-förare 2 WD,driver
brutit,brutit,106,B,Oskar Bengtlars,Lima MS,B-förare 2 WD,codriver
brutit,brutit,14,A,André Nygren,MK Ratten,A-förare 2 WD,driver
brutit,brutit,14,A,Emil Olsson,MK Ratten,A-förare 2 WD,codriver
